Date,EventId,AccountNtDomain,AccountName,logontype,TotalLogons
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,5
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,4
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1475
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,17
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,6
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,5
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,951
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,471152
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,36
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,42
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,25
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,82387
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
1/28/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,11
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,2
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,9412
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,245
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,4
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,22
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,756
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,16
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,4
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,484607
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,10
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,747
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,554821
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,1667
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,53
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,36
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,81371
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,23
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,1
1/29/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,57
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,5
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,12973
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,226
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,17
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,1
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,2
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,32
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,401
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,308
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,26
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,15
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,76
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,4
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,3716
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,125
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,6
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,394363
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,716
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,333308
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,576
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,37
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,15
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,1
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,84511
1/30/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,24
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,83
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,6
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,13831
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,249
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,11
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,5
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,33
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,22
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,2
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,25
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2652
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,2
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,56
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,10
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,1
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,835
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,378092
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,4,1
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,45
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,45
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,27
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,1
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,82052
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,21
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,1
1/31/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,3
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,74
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,15709
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,267
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,9
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,1
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,17
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,76
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,8
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,9
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,9
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2012
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,49
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,3
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,918
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,588904
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,7,5
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,52
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,78
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,26
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,11,16
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,83115
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,22
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,42
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,6
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,14130
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,231
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,16
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,2
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,22
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,22
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,221
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,19
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,34
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,19
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,14
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2620
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,93
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,9
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,3
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,991
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,476664
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,61
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,63
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,34
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,83344
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,22
2/2/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,4
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,20
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,13460
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,160
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,13
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,24
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,671
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,231
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,146
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,98
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,141
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,2128
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,87
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,1
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,731
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,449153
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,48
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,66
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,29
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,10,2
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,85074
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,22
2/3/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,3
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,23
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,8366
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,215
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,1
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,22
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,629
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,18
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,5
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,625
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,386664
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,34
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,45
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,32
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,84864
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,25
2/4/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,4
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,8
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,1
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,8315
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,230
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,1
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,22
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,321
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,17
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,52710
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,2
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,636
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,398827
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,86
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,53
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,35
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,84578
2/5/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,23
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,47
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,3
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,12046
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,202
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,7
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,5
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,6
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,240
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,219
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,5,34
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,20
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-02,3,56
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,3
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,1
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,1871
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,47
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,6
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,49104
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,1
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,11,1
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,810
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,328133
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,278
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,31
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,17
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,2,81256
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,4,23
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,5,1
2/6/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,JAMES,8,5
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,64
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,11,5
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,13852
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,229
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,7,21
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,10,1
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,2,18
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,SRVACCNT-01,4,1
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,10,5
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,11,3
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,3720
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ASHWIN,2,76
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,7
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,81354
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,10,1
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,2,1497
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,396865
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,3,130
2/1/2018,Microsoft-Windows-Security-Auditing:4624,LABDOMAIN.LOCAL,ERIC,5,58
